sourceType,platformId,platformLabel,date,region,channel,merchant,rawMerchant,brand,product,rawProduct,gmv,quantity,orders,orderId,users
full,taobao,淘宝闪购,2026-06-06,CIB东南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏620ml三口味组合装,乐堡野495ml瓶装,33.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-湖南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏620ml三口味组合装,乐堡野495ml瓶装,33.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,YN,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏620ml三口味组合装,乐堡野495ml瓶装,33.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,乐堡,乐堡白啤500ml大罐装12箱装,乐堡白啤500ml大罐装12箱装,352.0,4,4,4,3
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,乐堡,乐堡白啤500ml大罐装12箱装,乐堡白啤500ml大罐装12箱装,84.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,乐堡,乐堡白啤500ml大罐装12箱装,乐堡白啤500ml大罐装12箱装,153.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,乐堡,乐堡纯生500ml罐装,乐堡纯生啤酒8°P罐装500ml12罐,198.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,乐堡,乐堡纯生500ml罐装,乐堡纯生啤酒8°P罐装500ml12罐,79.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,乐堡,乐堡纯生500ml罐装,乐堡纯生啤酒8°P罐装500ml12罐,79.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-SC,酒类专营店,酒小二,,乐堡,乐堡小麦精酿1L,乐堡小麦精酿1L,68.0,4,3,3,3
full,taobao,淘宝闪购,2026-06-06,CIB东南,酒类专营店,酒小二,,乐堡,乐堡小麦精酿1L,乐堡小麦精酿1L,72.0,4,2,2,2
full,taobao,淘宝闪购,2026-06-06,CBC-SC,酒类专营店,酒小二,,乐堡,乐堡小麦精酿1L*6罐/箱装,乐堡小麦精酿1L*6罐/箱装,285.0,3,3,3,2
full,taobao,淘宝闪购,2026-06-06,CIB东南,酒类专营店,酒小二,,乐堡,乐堡小麦精酿1L*6罐/箱装,乐堡小麦精酿1L*6罐/箱装,188.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装,嘉士伯特醇啤酒500ml/听,66.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装,嘉士伯特醇啤酒500ml/听,34.4,4,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装,嘉士伯特醇啤酒500ml/听,60.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装3罐装,特醇嘉士伯500ml大罐装3罐装,60.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装3罐装,特醇嘉士伯500ml大罐装3罐装,30.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装3罐装,特醇嘉士伯500ml大罐装3罐装,30.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB苏皖,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装12瓶装,凯旋1664桃红啤酒330ml*12瓶,141.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,119.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,178.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,2786.9,31,31,31,27
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,178.9,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,89.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,228.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,119.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,93.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,89.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,342.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,465.0,5,5,5,4
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,322.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,890.0,10,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,88.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,315.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯500ml大罐装12箱装,嘉士伯特醇8°P啤酒整箱500ml*12听,103.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装,特醇嘉士伯600ml瓶装,112.0,14,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装,特醇嘉士伯600ml瓶装,336.0,42,7,7,7
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装,特醇嘉士伯600ml瓶装,24.0,3,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装,特醇嘉士伯600ml瓶装,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装,特醇嘉士伯600ml瓶装,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,89.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1482.0,13,12,12,12
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,119.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,342.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,456.0,4,4,4,4
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,170.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,89.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,940.5,11,11,11,10
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1368.0,16,16,16,13
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,42599.7,498,486,486,459
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,13831.6,151,141,141,119
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,940.5,11,10,10,10
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1453.5,17,14,14,11
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1710.0,15,13,13,12
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,166.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,238.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,228.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,105.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1285.9,15,15,15,13
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,3085.0,36,35,35,26
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,15991.9,187,187,187,165
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,4783.5,56,51,51,44
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,83.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,88.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,171.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,5731.9,67,65,65,47
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,288.8,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,166.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,105.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,533.4,6,6,6,4
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,598.5,7,7,7,6
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,357.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1710.0,15,15,15,15
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,119.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,684.0,6,6,6,6
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,2511.0,27,27,27,26
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,798.8,8,7,7,6
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,178.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1118.3,13,13,13,13
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1026.0,12,12,12,12
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,533.4,6,6,6,6
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1055.5,12,10,10,9
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,568.0,5,5,5,4
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,228.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,3556.0,40,40,40,37
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1546.0,18,18,18,13
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,91.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1638.1,19,18,18,15
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,769.5,9,9,9,8
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,615.5,7,6,6,5
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,1624.5,19,19,19,16
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,83.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,977.9,11,7,7,5
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,4275.0,50,47,47,34
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,315.0,3,2,2,2
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,特醇嘉士伯600ml瓶装12箱装,嘉士伯特醇啤酒整箱600ml*12瓶,114.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-SC,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏啤酒新疆酒花精酿1L*3,乌苏啤酒新疆酒花精酿1L*3,48.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB东南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏啤酒新疆酒花精酿1L*3,乌苏啤酒新疆酒花精酿1L*3,329.0,7,7,7,6
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,乌苏,乌苏啤酒新疆酒花精酿1L*3,乌苏啤酒新疆酒花精酿1L*3,44.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,嘉士伯皮尔森1L,嘉士伯皮尔森1L,24.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,嘉士伯皮尔森1L,嘉士伯皮尔森1L,48.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,嘉士伯,嘉士伯皮尔森特酿啤酒1L*6罐整箱装,嘉士伯皮尔森特酿啤酒1L*6罐整箱装,206.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,CIB华南,酒类专营店,酒小二,,嘉士伯,嘉士伯皮尔森特酿啤酒1L*6罐整箱装,嘉士伯皮尔森特酿啤酒1L*6罐整箱装,103.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒整箱500ml*12听,46.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒整箱500ml*12听,94.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒整箱500ml*12听,51.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒500ml大罐装12箱装,重庆33啤酒整箱500ml*12听,401.0,9,8,8,7
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆山城冰爽啤酒500ml罐装,重庆啤酒8°P冰爽500ml听装,321.6,66,9,9,8
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒500ml大罐装,重庆33啤酒500ml大罐装,212.0,53,16,16,15
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆66啤酒500ml罐装,重庆66啤酒500ml罐装,15.0,3,2,2,2
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆国宾啤酒500ml罐装,重庆国宾啤酒500ml罐装,181.5,33,10,10,8
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,重庆啤酒,重庆纯生500ml罐装12箱装,重庆啤酒9°P纯生啤酒整箱装500ml*12听,84.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆纯生500ml罐装12箱装,重庆啤酒9°P纯生啤酒整箱装500ml*12听,774.0,9,9,9,9
full,taobao,淘宝闪购,2026-06-06,华中-非湖南,酒类专营店,酒小二,,重庆啤酒,重庆66啤酒500ml罐装6罐装12箱装,重庆66啤酒500ml罐装6罐装12箱装,116.0,2,2,2,1
full,taobao,淘宝闪购,2026-06-06,华中-湖南,酒类专营店,酒小二,,重庆啤酒,重庆66啤酒500ml罐装6罐装12箱装,重庆66啤酒500ml罐装6罐装12箱装,53.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,重庆啤酒,重庆国宾啤酒500ml罐装6罐装12箱装,重庆国宾啤酒500ml罐装6罐装12箱装,481.0,8,8,8,8
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆国宾啤酒500ml罐装6罐装12箱装,重庆国宾啤酒500ml罐装6罐装12箱装,1313.0,22,17,17,17
full,taobao,淘宝闪购,2026-06-06,CBC-SC,酒类专营店,酒小二,,重庆啤酒,重庆33啤酒330ml小罐装24箱装,重庆33啤酒330ml小罐装24箱装,98.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-06,YN,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,K1664,1664白啤500ml罐装6罐装,乐堡9.2°P野啤酒500ml/瓶,92.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CIB东南,乌苏啤酒/WUSU,乌苏啤酒/WUSU,,K1664,1664白啤500ml罐装6罐装,乐堡9.2°P野啤酒500ml/瓶,76.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆山城精品啤酒500ml罐装,山城SHANCHENG精品8°P啤酒500ml/听,36.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-06,CBC-CQ,酒类专营店,酒小二,,重庆啤酒,重庆山城精品啤酒500ml罐装,山城SHANCHENG精品8°P啤酒500ml/听,35.0,7,1,1,1
